Fecha,Precio
"12/8/2020,3749.3;"
"11/8/2020,3770.22;"
"10/8/2020,3769.67;"
"6/8/2020,3775.95;"
"5/8/2020,3792.98;"
"4/8/2020,3768.39;"
"3/8/2020,3733.08;"
"31/7/2020,3739.49;"
"30/7/2020,3716.89;"
"29/7/2020,3718.69;"
"28/7/2020,3679.17;"
"27/7/2020,3690.8;"
"24/7/2020,3660.15;"
"23/7/2020,3627.28;"
"22/7/2020,3628.2;"
"21/7/2020,3651.93;"
"17/7/2020,3627.86;"
"17/7/2020,3627.86;"
"16/7/2020,3611.61;"
"15/7/2020,3638.22;"
"14/7/2020,3617.22;"
"13/7/2020,3615.75;"
"10/7/2020,3633.42;"
"9/7/2020,3625.61;"
"8/7/2020,3631.54;"
"7/7/2020,3633.32;"
"6/7/2020,3645.9;"
"3/7/2020,3660.18;"
"2/7/2020,3723.67;"
"1/7/2020,3756.28;"
"30/6/2020,3758.91;"
"26/6/2020,3735.93;"
"25/6/2020,3722.27;"
"24/6/2020,3706.06;"
"23/6/2020,3733.27;"
"19/6/2020,3760.22;"
"18/6/2020,3749.03;"
"17/6/2020,3741.88;"
"16/6/2020,3758.15;"
"12/6/2020,3746.46;"
"11/6/2020,3674.81;"
"10/6/2020,3643.02;"
"9/6/2020,3599;"
"8/6/2020,3565.06;"
"5/6/2020,3597.47;"
"4/6/2020,3588.89;"
"3/6/2020,3651.42;"
"2/6/2020,3716.35;"
"1/6/2020,3718.82;"
"29/5/2020,3723.42;"
"28/5/2020,3743.79;"
"27/5/2020,3725.56;"
"26/5/2020,3782.66;"
"22/5/2020,3774.25;"
"21/5/2020,3804.12;"
"20/5/2020,3824.3;"
"19/5/2020,3851.07;"
"18/5/2020,3926.06;"
"15/5/2020,3947.79;"
"14/5/2020,3901.3;"
"13/5/2020,3880.48;"
"12/5/2020,3901.34;"
"11/5/2020,3882.27;"
"8/5/2020,3924.54;"
"7/5/2020,3961.66;"
"6/5/2020,3926.07;"
"5/5/2020,3990.1;"
"4/5/2020,3932.72;"
"30/4/2020,3983.29;"
"29/4/2020,4046.04;"
"28/4/2020,4039.83;"
"27/4/2020,4039.87;"
"24/4/2020,4020.94;"
"23/4/2020,4037.95;"
"22/4/2020,4045.01;"
"21/4/2020,3967.76;"
"20/4/2020,3973.06;"
"17/4/2020,3942.92;"
"16/4/2020,3920.83;"
"15/4/2020,3858.21;"
"14/4/2020,3870.31;"
"13/4/2020,3886.79;"
"8/4/2020,3910.15;"
"7/4/2020,3978.38;"
"6/4/2020,4008.78;"
"3/4/2020,4065.5;"
"2/4/2020,4081.06;"
"1/4/2020,4054.54;"
"31/3/2020,4064.81;"
"30/3/2020,4042.8;"
"27/3/2020,3995.83;"
"26/3/2020,4086.34;"
"25/3/2020,4104.9;"
"24/3/2020,4079.96;"
"20/3/2020,4153.91;"
"19/3/2020,4128.38;"
"18/3/2020,4044.55;"
"17/3/2020,4099.93;"
"16/3/2020,3941.92;"
"13/3/2020,4034.66;"
"12/3/2020,3835.15;"
"11/3/2020,3780.39;"
"10/3/2020,3803.6;"
"9/3/2020,3584.58;"
"6/3/2020,3522.41;"
"5/3/2020,3458.45;"
"4/3/2020,3455.56;"
"3/3/2020,3512.17;"
"2/3/2020,3539.86;"
"28/2/2020,3507.11;"
"27/2/2020,3441.88;"
"26/2/2020,3425.22;"
"25/2/2020,3431.6;"
"24/2/2020,3398.05;"
"21/2/2020,3403.5;"
"21/2/2020,3403.5;"
"20/2/2020,3400.98;"
"19/2/2020,3410.24;"
"18/2/2020,3378.29;"
"14/2/2020,3385.11;"
"13/2/2020,3394.8;"
"12/2/2020,3432.89;"
"11/2/2020,3440.96;"
"10/2/2020,3408.35;"
"7/2/2020,3378.43;"
"6/2/2020,3355.44;"
"5/2/2020,3368.87;"
"4/2/2020,3401.56;"
"3/2/2020,3423.24;"
"31/1/2020,3411.45;"
"30/1/2020,3395.1;"
"29/1/2020,3392.6;"
"28/1/2020,3398.4;"
"27/1/2020,3366.01;"
"24/1/2020,3353.76;"
"23/1/2020,3337.77;"
"22/1/2020,3347.91;"
"21/1/2020,3320.77;"
"17/1/2020,3313.4;"
"16/1/2020,3296.74;"
"15/1/2020,3278.83;"
"14/1/2020,3288.05;"
"13/1/2020,3272.62;"
"10/1/2020,3253.89;"
"9/1/2020,3254.42;"
"8/1/2020,3264.26;"
"7/1/2020,3262.05;"
"3/1/2020,3258.84;"
"2/1/2020,3277.14;"
"30/12/2019,3294.05;"
"27/12/2019,3281.4;"
"26/12/2019,3305.84;"
"24/12/2019,3316.92;"
"23/12/2019,3325.47;"
"20/12/2019,3322.38;"
"19/12/2019,3329.98;"
"18/12/2019,3347.86;"
"17/12/2019,3364.24;"
"16/12/2019,3374.29;"
"13/12/2019,3372.23;"
"12/12/2019,3387.73;"
"11/12/2019,3418.61;"
"10/12/2019,3418.48;"
"9/12/2019,3430.31;"
"6/12/2019,3459.97;"
"5/12/2019,3478.57;"
"4/12/2019,3506.67;"
"3/12/2019,3508.39;"
"2/12/2019,3522.48;"
"29/11/2019,3502.92;"
"27/11/2019,3469.01;"
"26/11/2019,3433.94;"
"25/11/2019,3410.77;"
"22/11/2019,3440.66;"
"21/11/2019,3445.95;"
"20/11/2019,3434.49;"
"19/11/2019,3447.74;"
"18/11/2019,3421.26;"
"15/11/2019,3452.67;"
"14/11/2019,3441.89;"
"13/11/2019,3384.21;"
"12/11/2019,3341.01;"
"8/11/2019,3327.02;"
"7/11/2019,3319.64;"
"6/11/2019,3318.47;"
"5/11/2019,3339.19;"
"1/11/2019,3383.29;"
"31/10/2019,3389.94;"
"30/10/2019,3380.9;"
"29/10/2019,3382.19;"
"28/10/2019,3395.25;"
"25/10/2019,3387.72;"
"24/10/2019,3409.29;"
"23/10/2019,3430.3;"
"22/10/2019,3442.78;"
"21/10/2019,3428.63;"
"18/10/2019,3465.35;"
"17/10/2019,3459.55;"
"16/10/2019,3451.33;"
"15/10/2019,3431.46;"
"11/10/2019,3458.42;"
"10/10/2019,3454.56;"
"9/10/2019,3452.57;"
"8/10/2019,3445.76;"
"7/10/2019,3430.28;"
"4/10/2019,3467.6;"
"3/10/2019,3497.34;"
"2/10/2019,3491.29;"
"1/10/2019,3477.45;"
"30/9/2019,3462.01;"
"27/9/2019,3435.71;"
"26/9/2019,3451.02;"
"25/9/2019,3438.66;"
"24/9/2019,3437.78;"
"23/9/2019,3402.32;"
"20/9/2019,3377.72;"
"19/9/2019,3377.79;"
"18/9/2019,3380.92;"
"17/9/2019,3364.43;"
"16/9/2019,3356.15;"
"13/9/2019,3359.2;"
"12/9/2019,3372.48;"
"11/9/2019,3373.75;"
"10/9/2019,3368.8;"
"10/9/2019,3368.8;"
"9/9/2019,3361.7;"
"6/9/2019,3377.39;"
"5/9/2019,3401.04;"
"4/9/2019,3438.61;"
"3/9/2019,3427.29;"
"30/8/2019,3464.15;"
"29/8/2019,3477.53;"
"28/8/2019,3457.89;"
"27/8/2019,3432.85;"
"26/8/2019,3399.95;"
"23/8/2019,3376.99;"
"22/8/2019,3385.28;"
"21/8/2019,3420.99;"
"20/8/2019,3441.4;"
"16/8/2019,3447.76;"
"15/8/2019,3449.27;"
"14/8/2019,3407.76;"
"13/8/2019,3436.26;"
"12/8/2019,3382.71;"
"9/8/2019,3394.61;"
"8/8/2019,3431.28;"
"6/8/2019,3459.47;"
"5/8/2019,3365.78;"
"2/8/2019,3329.23;"
"1/8/2019,3291.79;"
"31/7/2019,3296.85;"
"30/7/2019,3262.81;"
"29/7/2019,3233.26;"
"26/7/2019,3213.09;"
"25/7/2019,3194.67;"
"24/7/2019,3188.01;"
"23/7/2019,3177.76;"
"22/7/2019,3169.51;"
"19/7/2019,3183.01;"
"18/7/2019,3189.21;"
"17/7/2019,3199.72;"
"16/7/2019,3190.66;"
"15/7/2019,3190.33;"
"12/7/2019,3197.5;"
"11/7/2019,3212.91;"
"10/7/2019,3223.67;"
"9/7/2019,3207.66;"
"8/7/2019,3217.18;"
"5/7/2019,3206.92;"
"3/7/2019,3211.06;"
"2/7/2019,3205.67;"
"28/6/2019,3197.23;"
"27/6/2019,3177.94;"
"26/6/2019,3187.15;"
"25/6/2019,3191.17;"
"21/6/2019,3202.01;"
"20/6/2019,3248.91;"
"19/6/2019,3264.98;"
"18/6/2019,3286.63;"
"17/6/2019,3270.7;"
"14/6/2019,3266.72;"
"13/6/2019,3264.47;"
"12/6/2019,3249.56;"
"11/6/2019,3257.06;"
"10/6/2019,3274.72;"
"7/6/2019,3288.69;"
"6/6/2019,3296.87;"
"5/6/2019,3306.37;"
"4/6/2019,3377.16;"
"31/5/2019,3357.82;"
"30/5/2019,3375.29;"
"29/5/2019,3362.48;"
"28/5/2019,3358.84;"
"24/5/2019,3368.76;"
"23/5/2019,3340.96;"
"22/5/2019,3344.45;"
"21/5/2019,3342.21;"
"20/5/2019,3313.72;"
"17/5/2019,3290.27;"
"16/5/2019,3295.51;"
"15/5/2019,3285.14;"
"14/5/2019,3299.01;"
"13/5/2019,3274.3;"
"10/5/2019,3293.62;"
"9/5/2019,3290.12;"
"8/5/2019,3288.81;"
"8/5/2019,3288.81;"
"7/5/2019,3254.03;"
"7/5/2019,3254.03;"
"7/5/2019,3254.03;"
"7/5/2019,3254.03;"
"7/5/2019,3254.03;"
"7/5/2019,3254.03;"
"6/5/2019,3240.44;"
"3/5/2019,3262.17;"
"2/5/2019,3233.97;"
"30/4/2019,3247.72;"
"29/4/2019,3227.79;"
"26/4/2019,3237.98;"
"25/4/2019,3213.23;"
"24/4/2019,3177.94;"
"23/4/2019,3149.99;"
"22/4/2019,3160.48;"
"17/4/2019,3160.87;"
"16/4/2019,3136.69;"
"15/4/2019,3109.32;"
"12/4/2019,3113.91;"
"11/4/2019,3095.66;"
"10/4/2019,3105.2;"
"9/4/2019,3115.22;"
"8/4/2019,3126.2;"
"5/4/2019,3132.78;"
"4/4/2019,3128.47;"
"3/4/2019,3143.36;"
"2/4/2019,3146.81;"
"1/4/2019,3174.79;"
"29/3/2019,3190.94;"
"28/3/2019,3186.43;"
"27/3/2019,3145.55;"
"26/3/2019,3126.19;"
"22/3/2019,3082.45;"
"21/3/2019,3092.39;"
"20/3/2019,3095.39;"
"19/3/2019,3102.25;"
"18/3/2019,3123.28;"
"15/3/2019,3144.42;"
"14/3/2019,3145.53;"
"13/3/2019,3153.2;"
"12/3/2019,3168.35;"
"11/3/2019,3162.4;"
"8/3/2019,3120.04;"
"7/3/2019,3106.16;"
"6/3/2019,3099.12;"
"5/3/2019,3093.79;"
"4/3/2019,3091.49;"
"1/3/2019,3077.35;"
"28/2/2019,3072.01;"
"27/2/2019,3095.29;"
"26/2/2019,3101.41;"
"25/2/2019,3110.29;"
"22/2/2019,3119.42;"
"21/2/2019,3112.18;"
"20/2/2019,3118.36;"
"19/2/2019,3141.4;"
"15/2/2019,3155.27;"
"14/2/2019,3135.56;"
"13/2/2019,3131.1;"
"12/2/2019,3132.61;"
"11/2/2019,3115.94;"
"8/2/2019,3110.46;"
"7/2/2019,3108.54;"
"6/2/2019,3094.05;"
"5/2/2019,3089.4;"
"4/2/2019,3102.61;"
"1/2/2019,3115.7;"
"31/1/2019,3163.46;"
"30/1/2019,3157.52;"
"29/1/2019,3167.86;"
"28/1/2019,3150.58;"
"25/1/2019,3160.52;"
"24/1/2019,3146.14;"
"23/1/2019,3136.59;"
"22/1/2019,3120.56;"
"18/1/2019,3140.19;"
"17/1/2019,3124.96;"
"16/1/2019,3137.66;"
"15/1/2019,3143.22;"
"14/1/2019,3151.49;"
"11/1/2019,3136.49;"
"10/1/2019,3128.07;"
"9/1/2019,3164.75;"
"8/1/2019,3208.56;"
"4/1/2019,3241.2;"
"3/1/2019,3250.01;"
"2/1/2019,3249.75;"
"28/12/2018,3275.01;"
"27/12/2018,3289.69;"
"26/12/2018,3285.51;"
"24/12/2018,3285.34;"
"21/12/2018,3246.86;"
"20/12/2018,3216.55;"
"19/12/2018,3198.45;"
"18/12/2018,3188.66;"
"17/12/2018,3196.3;"
"14/12/2018,3178.4;"
"13/12/2018,3169.36;"
"12/12/2018,3184.7;"
"11/12/2018,3176.12;"
"10/12/2018,3153.29;"
"7/12/2018,3187.86;"
"6/12/2018,3162.29;"
"5/12/2018,3174.11;"
"4/12/2018,3196.15;"
"3/12/2018,3235.27;"
"30/11/2018,3240.02;"
"29/11/2018,3274.47;"
"28/11/2018,3250.56;"
"27/11/2018,3240.65;"
"26/11/2018,3223.95;"
"23/11/2018,3196.26;"
"21/11/2018,3189.51;"
"20/11/2018,3178.81;"
"19/11/2018,3173.59;"
"16/11/2018,3198.29;"
"15/11/2018,3194.7;"
"14/11/2018,3197.2;"
"13/11/2018,3176.89;"
"9/11/2018,3145.39;"
"8/11/2018,3140.25;"
"7/11/2018,3154.55;"
"6/11/2018,3177.57;"
"2/11/2018,3193.8;"
"1/11/2018,3219.85;"
"31/10/2018,3202.44;"
"30/10/2018,3188.69;"
"29/10/2018,3185.26;"
"26/10/2018,3167.18;"
"25/10/2018,3149.7;"
"24/10/2018,3110.2;"
"23/10/2018,3087.58;"
"22/10/2018,3079.88;"
"19/10/2018,3088.47;"
"18/10/2018,3056.37;"
"17/10/2018,3055.93;"
"16/10/2018,3088.78;"
"12/10/2018,3087.34;"
"11/10/2018,3090.3;"
"10/10/2018,3057.55;"
"9/10/2018,3031.31;"
"5/10/2018,3028.16;"
"4/10/2018,3012.65;"
"3/10/2018,3005.5;"
"2/10/2018,2993.74;"
"1/10/2018,2972.18;"
"28/9/2018,2989.58;"
"27/9/2018,3000.14;"
"26/9/2018,3001.88;"
"25/9/2018,2991.9;"
"24/9/2018,3006.96;"
"21/9/2018,3014.18;"
"20/9/2018,3018.63;"
"19/9/2018,3007.03;"
"18/9/2018,3013.38;"
"17/9/2018,3026.05;"
"14/9/2018,3019.38;"
"13/9/2018,3055.01;"
"12/9/2018,3087.73;"
"11/9/2018,3069.49;"
"10/9/2018,3070.15;"
"7/9/2018,3089.47;"
"6/9/2018,3100.37;"
"5/9/2018,3088.47;"
"4/9/2018,3053.14;"
"31/8/2018,3027.39;"
"30/8/2018,2999.57;"
"29/8/2018,2966;"
"28/8/2018,2934.31;"
"27/8/2018,2958.45;"
"24/8/2018,2980.64;"
"23/8/2018,2965.45;"
"22/8/2018,2990.78;"
"21/8/2018,3024.02;"
"17/8/2018,3019.55;"
"16/8/2018,3046.76;"
"15/8/2018,3002.66;"
"14/8/2018,2983.93;"
"13/8/2018,2940.95;"
"10/8/2018,2919.44;"
"9/8/2018,2908.9;"
"8/8/2018,2898.86;"
"6/8/2018,2898.99;"
"3/8/2018,2904.9;"
"2/8/2018,2892.62;"
"1/8/2018,2886.8;"
"31/7/2018,2875.72;"
"30/7/2018,2880.79;"
"27/7/2018,2886.21;"
"26/7/2018,2882.84;"
"25/7/2018,2898.36;"
"24/7/2018,2897.73;"
"23/7/2018,2883.81;"
"19/7/2018,2876.93;"
"19/7/2018,2876.93;"
"18/7/2018,2878.28;"
"17/7/2018,2868.96;"
"16/7/2018,2861.7;"
"13/7/2018,2882.02;"
"12/7/2018,2880.11;"
"12/7/2018,2880.1;"
"11/7/2018,2872.62;"
"11/7/2018,2872.62;"
"11/7/2018,2872.62;"
"10/7/2018,2881.09;"
"9/7/2018,2867.94;"
"6/7/2018,2885.53;"
"5/7/2018,2909.83;"
"3/7/2018,2930.8;"
"3/7/2018,2930.8;"
"29/6/2018,2945.09;"
"28/6/2018,2934.91;"
"27/6/2018,2924.1;"
"26/6/2018,2927.67;"
"25/6/2018,2918.22;"
"22/6/2018,2944.82;"
"21/6/2018,2916.49;"
"20/6/2018,2931.78;"
"19/6/2018,2919.14;"
"18/6/2018,2890.06;"
"15/6/2018,2859.78;"
"14/6/2018,2859.17;"
"13/6/2018,2857.11;"
"12/6/2018,2855.8;"
"8/6/2018,2835.78;"
"7/6/2018,2828.42;"
"6/6/2018,2865.37;"
"5/6/2018,2868.22;"
"1/6/2018,2889.32;"
"31/5/2018,2879.32;"
"30/5/2018,2893.82;"
"29/5/2018,2887.16;"
"25/5/2018,2863.12;"
"24/5/2018,2863.24;"
"23/5/2018,2851.42;"
"22/5/2018,2897.37;"
"21/5/2018,2925.67;"
"18/5/2018,2886.23;"
"17/5/2018,2865.37;"
"16/5/2018,2889.87;"
"15/5/2018,2824.05;"
"11/5/2018,2822.37;"
"10/5/2018,2859.51;"
"9/5/2018,2866;"
"8/5/2018,2817.2;"
"7/5/2018,2843.41;"
"4/5/2018,2857.85;"
"3/5/2018,2831.99;"
"2/5/2018,2809.92;"
"30/4/2018,2806.28;"
"27/4/2018,2812.83;"
"26/4/2018,2820.29;"
"25/4/2018,2785.22;"
"24/4/2018,2799.45;"
"23/4/2018,2757.96;"
"23/4/2018,2757.96;"
"20/4/2018,2724.47;"
"19/4/2018,2705.64;"
"18/4/2018,2725.66;"
"17/4/2018,2726.47;"
"16/4/2018,2705.34;"
"13/4/2018,2710.03;"
"12/4/2018,2733.24;"
"11/4/2018,2767.82;"
"10/4/2018,2781.95;"
"9/4/2018,2791.88;"
"6/4/2018,2787.36;"
"5/4/2018,2791.57;"
"4/4/2018,2778.27;"
"3/4/2018,2792.96;"
"2/4/2018,2780.47;"
"28/3/2018,2780.04;"
"27/3/2018,2816.33;"
"26/3/2018,2849.01;"
"23/3/2018,2857.88;"
"22/3/2018,2850.69;"
"21/3/2018,2866.92;"
"20/3/2018,2852.48;"
"16/3/2018,2850.04;"
"15/3/2018,2845.76;"
"14/3/2018,2848.38;"
"13/3/2018,2851.84;"
"12/3/2018,2866.93;"
"9/3/2018,2871.36;"
"8/3/2018,2858.88;"
"7/3/2018,2845.05;"
"6/3/2018,2859.09;"
"5/3/2018,2879.15;"
"2/3/2018,2879.05;"
"1/3/2018,2867.94;"
"28/2/2018,2855.93;"
"27/2/2018,2849.91;"
"26/2/2018,2849.59;"
"23/2/2018,2877.04;"
"22/2/2018,2877.94;"
"21/2/2018,2862.01;"
"20/2/2018,2853.16;"
"16/2/2018,2851.74;"
"15/2/2018,2895.79;"
"14/2/2018,2904.71;"
"13/2/2018,2904.29;"
"12/2/2018,2908.7;"
"9/2/2018,2862.78;"
"8/2/2018,2830.89;"
"7/2/2018,2844.83;"
"6/2/2018,2843.6;"
"5/2/2018,2832.13;"
"2/2/2018,2806.67;"
"1/2/2018,2835.05;"
"31/1/2018,2844.14;"
"30/1/2018,2842.67;"
"29/1/2018,2805.12;"
"26/1/2018,2783.13;"
"25/1/2018,2820.53;"
"24/1/2018,2858.5;"
"23/1/2018,2854.2;"
"22/1/2018,2851.75;"
"19/1/2018,2836.85;"
"18/1/2018,2851.13;"
"17/1/2018,2868.03;"
"16/1/2018,2855.86;"
"12/1/2018,2865.79;"
"11/1/2018,2895.69;"
"10/1/2018,2914.37;"
"9/1/2018,2898.32;"
"5/1/2018,2885.76;"
"4/1/2018,2908.68;"
"3/1/2018,2940.94;"
"2/1/2018,2984;"
"28/12/2017,2971.63;"
"27/12/2017,2962.26;"
"27/12/2017,2962.26;"
"26/12/2017,2962.14;"
"22/12/2017,2963.58;"
"21/12/2017,2965.77;"
"20/12/2017,2972.05;"
"19/12/2017,2975.59;"
"18/12/2017,2996.61;"
"15/12/2017,2999.07;"
"14/12/2017,3015.41;"
"13/12/2017,3029.75;"
"12/12/2017,3013.99;"
"11/12/2017,3016.18;"
"7/12/2017,3007.07;"
"6/12/2017,2996.53;"
"5/12/2017,2993.49;"
"4/12/2017,3005.76;"
"1/12/2017,3006.04;"
"30/11/2017,3006.09;"
"29/11/2017,3003.94;"
"28/11/2017,2986.84;"
"27/11/2017,2976.39;"
"24/11/2017,2982.73;"
"22/11/2017,3001.07;"
"21/11/2017,3011.32;"
"20/11/2017,3003.19;"
"17/11/2017,3015.79;"
"16/11/2017,3023.88;"
"15/11/2017,3016.7;"
"14/11/2017,3004.88;"
"10/11/2017,3015.52;"
"9/11/2017,3017.78;"
"8/11/2017,3026.94;"
"7/11/2017,3055.57;"
"3/11/2017,3054.38;"
"2/11/2017,3038.56;"
"1/11/2017,3039.19;"
"31/10/2017,3011.44;"
"30/10/2017,3009.85;"
"27/10/2017,3008.8;"
"26/10/2017,2989.39;"
"25/10/2017,2971.36;"
"24/10/2017,2947.69;"
"23/10/2017,2936.66;"
"20/10/2017,2921.92;"
"19/10/2017,2935.66;"
"18/10/2017,2944.27;"
"17/10/2017,2932.05;"
"13/10/2017,2949.69;"
"12/10/2017,2953.77;"
"11/10/2017,2947.06;"
"10/10/2017,2942.19;"
"6/10/2017,2926.82;"
"5/10/2017,2945.59;"
"4/10/2017,2953.81;"
"3/10/2017,2949.33;"
"2/10/2017,2936.67;"
"29/9/2017,2941.07;"
"28/9/2017,2940.66;"
"27/9/2017,2930.7;"
"26/9/2017,2924.57;"
"25/9/2017,2900.73;"
"22/9/2017,2913.96;"
"21/9/2017,2893.18;"
"20/9/2017,2904.6;"
"19/9/2017,2906.06;"
"18/9/2017,2897.83;"
"15/9/2017,2905.98;"
"14/9/2017,2909.52;"
"13/9/2017,2923.03;"
"12/9/2017,2916.1;"
"11/9/2017,2909.15;"
"8/9/2017,2907.96;"
"7/9/2017,2919.5;"
"6/9/2017,2923.49;"
"5/9/2017,2936.07;"
"1/9/2017,2948.09;"
"31/8/2017,2937.09;"
"30/8/2017,2940.35;"
"29/8/2017,2934.23;"
"28/8/2017,2933.96;"
"25/8/2017,2972.98;"
"24/8/2017,2986.88;"
"23/8/2017,2986.83;"
"22/8/2017,2994.39;"
"18/8/2017,2980.03;"
"17/8/2017,2967.32;"
"16/8/2017,2974.7;"
"15/8/2017,2966.54;"
"14/8/2017,2984.99;"
"11/8/2017,2994.85;"
"10/8/2017,3011.14;"
"9/8/2017,2994.62;"
"8/8/2017,2974.39;"
"4/8/2017,2954.54;"
"3/8/2017,2964.66;"
"2/8/2017,2973.03;"
"1/8/2017,2997.59;"
"31/7/2017,2995.23;"
"28/7/2017,3002.94;"
"28/7/2017,3002.94;"
"27/7/2017,3026.22;"
"26/7/2017,3026.55;"
"25/7/2017,3023.67;"
"24/7/2017,3010.77;"
"21/7/2017,3010;"
"19/7/2017,3013.26;"
"18/7/2017,3030.6;"
"17/7/2017,3019.56;"
"14/7/2017,3043.6;"
"13/7/2017,3052.3;"
"12/7/2017,3067.73;"
"11/7/2017,3067.33;"
"10/7/2017,3092.65;"
"7/7/2017,3084.19;"
"6/7/2017,3068.93;"
"5/7/2017,3050.43;"
"30/6/2017,3038.26;"
"29/6/2017,3023.64;"
"28/6/2017,3025.28;"
"27/6/2017,3010.68;"
"23/6/2017,3035.83;"
"22/6/2017,3053.9;"
"21/6/2017,3029.53;"
"20/6/2017,2961.68;"
"16/6/2017,2953.83;"
"15/6/2017,2924.75;"
"14/6/2017,2933.13;"
"13/6/2017,2929.2;"
"12/6/2017,2919.58;"
"9/6/2017,2919.82;"
"8/6/2017,2907.1;"
"8/6/2017,2907.1;"
"8/6/2017,2907.1;"
"7/6/2017,2893.76;"
"6/6/2017,2895.85;"
"5/6/2017,2894.72;"
"2/6/2017,2895.73;"
"1/6/2017,2921;"
"31/5/2017,2920.42;"
"30/5/2017,2913.47;"
"26/5/2017,2911.66;"
"25/5/2017,2905.29;"
"24/5/2017,2904.61;"
"23/5/2017,2895.12;"
"22/5/2017,2889.45;"
"19/5/2017,2932.16;"
"18/5/2017,2893.4;"
"17/5/2017,2873.22;"
"16/5/2017,2883.87;"
"15/5/2017,2918.69;"
"12/5/2017,2933.92;"
"11/5/2017,2949.35;"
"10/5/2017,2967.24;"
"9/5/2017,2959.26;"
"8/5/2017,2961.78;"
"5/5/2017,2967.44;"
"4/5/2017,2930.17;"
"3/5/2017,2945.53;"
"2/5/2017,2947.85;"
"28/4/2017,2944.31;"
"27/4/2017,2928.07;"
"26/4/2017,2899.13;"
"25/4/2017,2871.98;"
"24/4/2017,2868.89;"
"21/4/2017,2863.39;"
"20/4/2017,2856.48;"
"19/4/2017,2837.9;"
"18/4/2017,2854.89;"
"17/4/2017,2872.55;"
"12/4/2017,2868.6;"
"11/4/2017,2867.13;"
"10/4/2017,2858;"
"7/4/2017,2853.1;"
"6/4/2017,2857.65;"
"5/4/2017,2869.32;"
"4/4/2017,2866.87;"
"3/4/2017,2885.57;"
"31/3/2017,2880.24;"
"30/3/2017,2888.02;"
"29/3/2017,2911.99;"
"28/3/2017,2913.48;"
"27/3/2017,2899.94;"
"24/3/2017,2921.25;"
"23/3/2017,2936.82;"
"22/3/2017,2904.87;"
"21/3/2017,2912.53;"
"17/3/2017,2923.96;"
"16/3/2017,2972.61;"
"15/3/2017,2997.73;"
"14/3/2017,2987.93;"
"13/3/2017,2980.83;"
"10/3/2017,3004.43;"
"9/3/2017,2987.88;"
"8/3/2017,2972.44;"
"7/3/2017,2966.67;"
"6/3/2017,2977.43;"
"3/3/2017,2960.91;"
"2/3/2017,2935.75;"
"1/3/2017,2919.17;"
"28/2/2017,2896.27;"
"27/2/2017,2886.52;"
"24/2/2017,2871.67;"
"23/2/2017,2893.55;"
"22/2/2017,2902.68;"
"21/2/2017,2902.81;"
"17/2/2017,2875.68;"
"16/2/2017,2876.03;"
"15/2/2017,2867.64;"
"14/2/2017,2875.46;"
"13/2/2017,2851.98;"
"10/2/2017,2862.63;"
"9/2/2017,2879.49;"
"8/2/2017,2867.76;"
"7/2/2017,2853.99;"
"6/2/2017,2855.8;"
"6/2/2017,2855.8;"
"3/2/2017,2882.2;"
"2/2/2017,2906.78;"
"1/2/2017,2921.9;"
"31/1/2017,2936.66;"
"30/1/2017,2930.17;"
"27/1/2017,2936.72;"
"26/1/2017,2927.53;"
"25/1/2017,2932.01;"
"24/1/2017,2908.53;"
"23/1/2017,2927.91;"
"20/1/2017,2938.24;"
"19/1/2017,2934.58;"
"18/1/2017,2924.77;"
"17/1/2017,2935.96;"
"13/1/2017,2930.19;"
"12/1/2017,2980.8;"
"11/1/2017,2949.6;"
"10/1/2017,2919.01;"
"6/1/2017,2941.08;"
"5/1/2017,2965.36;"
"5/1/2017,2965.36;"
"4/1/2017,2981.06;"
"3/1/2017,3000.71;"
"29/12/2016,3019.72;"
"28/12/2016,2992.81;"
"27/12/2016,2996.6;"
"23/12/2016,2996.03;"
"22/12/2016,2989.14;"
"21/12/2016,2988.06;"
"20/12/2016,3019.44;"
"19/12/2016,2997.2;"
"16/12/2016,3000.47;"
"15/12/2016,2964.56;"
"14/12/2016,2982.29;"
"13/12/2016,2984.02;"
"12/12/2016,3002.8;"
"9/12/2016,2989.71;"
"7/12/2016,3015.47;"
"6/12/2016,3049.47;"
"5/12/2016,3061.04;"
"2/12/2016,3068.34;"
"1/12/2016,3085.6;"
"30/11/2016,3165.09;"
"29/11/2016,3142.2;"
"28/11/2016,3170.64;"
"25/11/2016,3187.97;"
"23/11/2016,3139.76;"
"22/11/2016,3144.72;"
"21/11/2016,3163.49;"
"18/11/2016,3135.65;"
"17/11/2016,3131.11;"
"16/11/2016,3124.91;"
"15/11/2016,3100.12;"
"10/11/2016,3012.12;"
"9/11/2016,2984.78;"
"8/11/2016,3070.4;"
"4/11/2016,3071.12;"
"3/11/2016,3070.54;"
"2/11/2016,3026.68;"
"1/11/2016,2998.55;"
"31/10/2016,2967.66;"
"28/10/2016,2966.61;"
"27/10/2016,2965.18;"
"26/10/2016,2941.34;"
"25/10/2016,2929.83;"
"24/10/2016,2944.25;"
"21/10/2016,2934.03;"
"20/10/2016,2914.15;"
"19/10/2016,2905.93;"
"19/10/2016,2905.93;"
"18/10/2016,2915.67;"
"14/10/2016,2930.78;"
"13/10/2016,2919.18;"
"12/10/2016,2919.51;"
"11/10/2016,2913.96;"
"7/10/2016,2924.8;"
"6/10/2016,2964.93;"
"5/10/2016,2963.06;"
