Fecha,Precio
"4/10/2016,2937.23;"
"3/10/2016,2880.08;"
"30/9/2016,2879.95;"
"29/9/2016,2914.11;"
"28/9/2016,2921.99;"
"28/9/2016,2921.99;"
"28/9/2016,2921.99;"
"27/9/2016,2917.58;"
"26/9/2016,2917.95;"
"23/9/2016,2862.52;"
"22/9/2016,2894.15;"
"21/9/2016,2911.11;"
"20/9/2016,2928.18;"
"19/9/2016,2956.58;"
"16/9/2016,2938.5;"
"15/9/2016,2972.65;"
"14/9/2016,2976.19;"
"13/9/2016,2942.29;"
"13/9/2016,2942.29;"
"13/9/2016,2942.29;"
"12/9/2016,2899.29;"
"9/9/2016,2846.13;"
"9/9/2016,2846.13;"
"9/9/2016,2846.13;"
"8/9/2016,2840.38;"
"7/9/2016,2887.64;"
"6/9/2016,2957.56;"
"2/9/2016,2986.36;"
"1/9/2016,2956.53;"
"31/8/2016,2933.82;"
"30/8/2016,2924.29;"
"29/8/2016,2882.69;"
"26/8/2016,2915.67;"
"25/8/2016,2938.28;"
"24/8/2016,2909.1;"
"23/8/2016,2883.89;"
"22/8/2016,2867.37;"
"19/8/2016,2884.02;"
"18/8/2016,2918.07;"
"17/8/2016,2905.3;"
"16/8/2016,2908.67;"
"12/8/2016,2911.26;"
"11/8/2016,2954.9;"
"10/8/2016,2974.31;"
"9/8/2016,2992.5;"
"8/8/2016,3052.8;"
"5/8/2016,3079.83;"
"4/8/2016,3110.43;"
"3/8/2016,3084.81;"
"2/8/2016,3090.28;"
"1/8/2016,3081.75;"
"29/7/2016,3091.78;"
"28/7/2016,3073.52;"
"27/7/2016,3055.15;"
"26/7/2016,2997.25;"
"25/7/2016,2942.65;"
"22/7/2016,2928.67;"
"21/7/2016,2931.08;"
"19/7/2016,2928.3;"
"18/7/2016,2923.46;"
"15/7/2016,2923.07;"
"14/7/2016,2936.53;"
"13/7/2016,2911.91;"
"12/7/2016,2929.81;"
"11/7/2016,2952.64;"
"8/7/2016,2986.49;"
"7/7/2016,3003.2;"
"6/7/2016,2966.87;"
"5/7/2016,2914.38;"
"1/7/2016,2919.01;"
"30/6/2016,2916.15;"
"29/6/2016,3005.18;"
"28/6/2016,3022.78;"
"27/6/2016,2972.92;"
"24/6/2016,2897.53;"
"24/6/2016,2897.53;"
"23/6/2016,2944.06;"
"22/6/2016,2976.29;"
"21/6/2016,2972.97;"
"20/6/2016,3010.91;"
"17/6/2016,3019.12;"
"16/6/2016,2989.56;"
"15/6/2016,3003.28;"
"14/6/2016,2990.35;"
"13/6/2016,2969.83;"
"10/6/2016,2942.13;"
"9/6/2016,2905.23;"
"8/6/2016,2950.95;"
"7/6/2016,3017.71;"
"3/6/2016,3110.88;"
"2/6/2016,3117.83;"
"1/6/2016,3089.65;"
"31/5/2016,3069.17;"
"27/5/2016,3054.6;"
"26/5/2016,3061.89;"
"25/5/2016,3059.92;"
"24/5/2016,3058.25;"
"23/5/2016,3047.99;"
"20/5/2016,3056.06;"
"19/5/2016,3031.48;"
"18/5/2016,3020.89;"
"17/5/2016,3007.74;"
"16/5/2016,2983.82;"
"13/5/2016,2934.88;"
"12/5/2016,2956.82;"
"11/5/2016,2979.54;"
"10/5/2016,2969.62;"
"6/5/2016,2952.37;"
"5/5/2016,2942.16;"
"4/5/2016,2895.51;"
"3/5/2016,2833.78;"
"2/5/2016,2851.14;"
"29/4/2016,2885.72;"
"28/4/2016,2943.23;"
"27/4/2016,2945.37;"
"26/4/2016,2962.08;"
"25/4/2016,2939.7;"
"22/4/2016,2928.7;"
"21/4/2016,2899.92;"
"20/4/2016,2912.2;"
"19/4/2016,2995.86;"
"18/4/2016,2999.38;"
"15/4/2016,3000.78;"
"14/4/2016,3006.35;"
"13/4/2016,3036.57;"
"12/4/2016,3057.96;"
"11/4/2016,3076.29;"
"8/4/2016,3109.6;"
"7/4/2016,3081.39;"
"6/4/2016,3085.82;"
"5/4/2016,3066.94;"
"4/4/2016,3038.48;"
"1/4/2016,3000.63;"
"31/3/2016,3022.35;"
"30/3/2016,3052.33;"
"29/3/2016,3047.85;"
"28/3/2016,3058.8;"
"23/3/2016,3050.31;"
"22/3/2016,3065.79;"
"18/3/2016,3087.39;"
"17/3/2016,3155.9;"
"16/3/2016,3175.88;"
"15/3/2016,3175.95;"
"14/3/2016,3164.12;"
"11/3/2016,3204.27;"
"10/3/2016,3192.49;"
"9/3/2016,3155.9;"
"8/3/2016,3135.28;"
"7/3/2016,3163.25;"
"4/3/2016,3203.03;"
"3/3/2016,3205.6;"
"2/3/2016,3268.86;"
"1/3/2016,3319.8;"
"29/2/2016,3306;"
"26/2/2016,3310.16;"
"25/2/2016,3341.69;"
"24/2/2016,3322.54;"
"23/2/2016,3314.24;"
"22/2/2016,3356.78;"
"19/2/2016,3338.03;"
"18/2/2016,3391.87;"
"17/2/2016,3406.87;"
"16/2/2016,3409.82;"
"12/2/2016,3434.89;"
"11/2/2016,3385.65;"
"10/2/2016,3391.93;"
"9/2/2016,3367.02;"
"8/2/2016,3320.49;"
"8/2/2016,3320.49;"
"5/2/2016,3315.75;"
"4/2/2016,3382.2;"
"3/2/2016,3387.69;"
"2/2/2016,3326.82;"
"1/2/2016,3287.31;"
"29/1/2016,3302.92;"
"28/1/2016,3366.63;"
"27/1/2016,3375.8;"
"26/1/2016,3362.38;"
"25/1/2016,3281.74;"
"22/1/2016,3368.49;"
"21/1/2016,3357.67;"
"20/1/2016,3297.46;"
"19/1/2016,3293.94;"
"15/1/2016,3240.71;"
"14/1/2016,3235.45;"
"13/1/2016,3246.51;"
"12/1/2016,3268.37;"
"8/1/2016,3287.28;"
"7/1/2016,3250.69;"
"6/1/2016,3203.86;"
"5/1/2016,3213.24;"
"4/1/2016,3149.47;"
"30/12/2015,3155.22;"
"29/12/2015,3180.87;"
"28/12/2015,3172.03;"
"24/12/2015,3255.19;"
"23/12/2015,3307.24;"
"22/12/2015,3332.7;"
"21/12/2015,3337.68;"
"21/12/2015,3337.68;"
"18/12/2015,3333.37;"
"17/12/2015,3317.72;"
"16/12/2015,3328.08;"
"15/12/2015,3356;"
"14/12/2015,3299.36;"
"11/12/2015,3259.56;"
"10/12/2015,3294.02;"
"9/12/2015,3287.03;"
"7/12/2015,3179.22;"
"4/12/2015,3149.12;"
"3/12/2015,3166.67;"
"2/12/2015,3131.95;"
"1/12/2015,3142.11;"
"30/11/2015,3101.1;"
"27/11/2015,3099.75;"
"25/11/2015,3074.35;"
"24/11/2015,3086.82;"
"23/11/2015,3047.31;"
"20/11/2015,3082.04;"
"19/11/2015,3108.7;"
"18/11/2015,3069.24;"
"17/11/2015,3073.23;"
"13/11/2015,3009.36;"
"12/11/2015,2935.86;"
"10/11/2015,2921.15;"
"9/11/2015,2896.19;"
"6/11/2015,2853.32;"
"5/11/2015,2819.63;"
"4/11/2015,2825.25;"
"3/11/2015,2897.83;"
"30/10/2015,2921.32;"
"29/10/2015,2926.75;"
"28/10/2015,2950.87;"
"27/10/2015,2918.21;"
"26/10/2015,2912.08;"
"23/10/2015,2925.36;"
"22/10/2015,2966.68;"
"21/10/2015,2929.19;"
"20/10/2015,2912.99;"
"19/10/2015,2879.89;"
"16/10/2015,2908.87;"
"15/10/2015,2928.69;"
"15/10/2015,2928.69;"
"14/10/2015,2910.7;"
"13/10/2015,2855.74;"
"9/10/2015,2887.21;"
"8/10/2015,2891.91;"
"7/10/2015,2913.74;"
"6/10/2015,2971.15;"
"5/10/2015,3034.9;"
"2/10/2015,3061.85;"
"1/10/2015,3086.75;"
"30/9/2015,3121.94;"
"29/9/2015,3096.98;"
"28/9/2015,3080.44;"
"25/9/2015,3135.17;"
"24/9/2015,3099.28;"
"23/9/2015,3065.74;"
"22/9/2015,3001.68;"
"21/9/2015,2984.9;"
"18/9/2015,2975.13;"
"17/9/2015,2989.04;"
"16/9/2015,3025.28;"
"15/9/2015,3032.59;"
"14/9/2015,3012.96;"
"11/9/2015,3080.57;"
"10/9/2015,3105.4;"
"9/9/2015,3138.46;"
"8/9/2015,3113.55;"
"4/9/2015,3119.93;"
"3/9/2015,3142.34;"
"2/9/2015,3093.64;"
"1/9/2015,3079.97;"
"31/8/2015,3101.1;"
"28/8/2015,3195.47;"
"27/8/2015,3238.51;"
"26/8/2015,3194.24;"
"25/8/2015,3208.37;"
"24/8/2015,3102.6;"
"21/8/2015,3053.65;"
"20/8/2015,3027.2;"
"19/8/2015,3003.35;"
"18/8/2015,2983.12;"
"14/8/2015,2966.12;"
"13/8/2015,2937.63;"
"12/8/2015,2943.97;"
"11/8/2015,2913.45;"
"10/8/2015,2955.31;"
"6/8/2015,2945.97;"
"5/8/2015,2906.95;"
"4/8/2015,2902.98;"
"3/8/2015,2862.51;"
"31/7/2015,2866.04;"
"30/7/2015,2855.32;"
"29/7/2015,2855.44;"
"28/7/2015,2854.13;"
"27/7/2015,2857.46;"
"24/7/2015,2807.36;"
"23/7/2015,2790.26;"
"22/7/2015,2765.1;"
"21/7/2015,2751.88;"
"17/7/2015,2727.23;"
"16/7/2015,2713.04;"
"15/7/2015,2688.2;"
"14/7/2015,2693.54;"
"13/7/2015,2667.37;"
"10/7/2015,2670.79;"
"9/7/2015,2690.79;"
"8/7/2015,2690.15;"
"7/7/2015,2665.41;"
"6/7/2015,2642.97;"
"6/7/2015,2642.97;"
"3/7/2015,2623.91;"
"2/7/2015,2626.8;"
"1/7/2015,2598.68;"
"30/6/2015,2585.11;"
"26/6/2015,2556.21;"
"25/6/2015,2566.66;"
"24/6/2015,2550.74;"
"23/6/2015,2537.68;"
"22/6/2015,2548.2;"
"19/6/2015,2528.85;"
"18/6/2015,2550.43;"
"17/6/2015,2531.72;"
"16/6/2015,2535.91;"
"12/6/2015,2538.55;"
"11/6/2015,2523;"
"10/6/2015,2569.17;"
"9/6/2015,2623.66;"
"5/6/2015,2588.56;"
"4/6/2015,2571.92;"
"3/6/2015,2554.44;"
"2/6/2015,2549.29;"
"1/6/2015,2533.79;"
"29/5/2015,2549.97;"
"28/5/2015,2548.13;"
"27/5/2015,2542.53;"
"26/5/2015,2500.22;"
"22/5/2015,2489.39;"
"21/5/2015,2503.37;"
"20/5/2015,2475.45;"
"19/5/2015,2417.01;"
"15/5/2015,2389.49;"
"14/5/2015,2377.87;"
"13/5/2015,2386.77;"
"12/5/2015,2381.53;"
"11/5/2015,2360.58;"
"8/5/2015,2369.23;"
"7/5/2015,2362.41;"
"6/5/2015,2386.72;"
"5/5/2015,2408.17;"
"4/5/2015,2393.58;"
"30/4/2015,2388.06;"
"29/4/2015,2393.42;"
"28/4/2015,2419.81;"
"27/4/2015,2461.17;"
"24/4/2015,2471.21;"
"23/4/2015,2488.5;"
"22/4/2015,2469.03;"
"21/4/2015,2487.07;"
"20/4/2015,2495.01;"
"17/4/2015,2493.93;"
"16/4/2015,2534.63;"
"15/4/2015,2550.83;"
"14/4/2015,2537.33;"
"13/4/2015,2516.08;"
"10/4/2015,2494.77;"
"9/4/2015,2490.9;"
"8/4/2015,2518.05;"
"7/4/2015,2522.71;"
"6/4/2015,2576.41;"
"1/4/2015,2598.36;"
"31/3/2015,2576.05;"
"30/3/2015,2556.85;"
"27/3/2015,2551.3;"
"26/3/2015,2535.55;"
"25/3/2015,2526.79;"
"24/3/2015,2587.71;"
"20/3/2015,2613.38;"
"19/3/2015,2651.49;"
"18/3/2015,2677.97;"
"17/3/2015,2675.08;"
"16/3/2015,2661.52;"
"13/3/2015,2610.08;"
"12/3/2015,2633.65;"
"11/3/2015,2618.79;"
"10/3/2015,2592.86;"
"9/3/2015,2565.61;"
"6/3/2015,2543.47;"
"5/3/2015,2565.9;"
"4/3/2015,2555.08;"
"3/3/2015,2522.03;"
"2/3/2015,2496.99;"
"27/2/2015,2484.58;"
"26/2/2015,2489.41;"
"25/2/2015,2500.59;"
"24/2/2015,2489.81;"
"23/2/2015,2455.54;"
"20/2/2015,2445.16;"
"19/2/2015,2429.71;"
"18/2/2015,2416.37;"
"17/2/2015,2376.23;"
"13/2/2015,2401.03;"
"12/2/2015,2416.61;"
"11/2/2015,2380.79;"
"10/2/2015,2371.31;"
"9/2/2015,2384.76;"
"6/2/2015,2384.53;"
"5/2/2015,2381.91;"
"4/2/2015,2374.72;"
"3/2/2015,2407.29;"
"2/2/2015,2441.1;"
"30/1/2015,2397.35;"
"29/1/2015,2362.42;"
"28/1/2015,2381.11;"
"27/1/2015,2386.28;"
"26/1/2015,2386.5;"
"23/1/2015,2370.75;"
"22/1/2015,2361.54;"
"21/1/2015,2373.44;"
"20/1/2015,2383.91;"
"16/1/2015,2398.91;"
"15/1/2015,2438.79;"
"14/1/2015,2442.03;"
"13/1/2015,2406.71;"
"9/1/2015,2405.03;"
"8/1/2015,2434.31;"
"7/1/2015,2452.11;"
"6/1/2015,2412.82;"
"5/1/2015,2383.37;"
"2/1/2015,2392.46;"
"30/12/2014,2378.56;"
"29/12/2014,2358.46;"
"26/12/2014,2346.9;"
"24/12/2014,2342.57;"
"23/12/2014,2316.93;"
"22/12/2014,2297.14;"
"19/12/2014,2334.98;"
"18/12/2014,2412.79;"
"17/12/2014,2446.35;"
"16/12/2014,2414.39;"
"15/12/2014,2405.31;"
"12/12/2014,2423.56;"
"11/12/2014,2381.96;"
"10/12/2014,2350.01;"
"9/12/2014,2304.12;"
"5/12/2014,2284.24;"
"4/12/2014,2286.03;"
"3/12/2014,2293.47;"
"2/12/2014,2252.36;"
"1/12/2014,2206.19;"
"28/11/2014,2165.15;"
"26/11/2014,2162.15;"
"25/11/2014,2158.12;"
"24/11/2014,2142.02;"
"21/11/2014,2156.93;"
"20/11/2014,2156.73;"
"19/11/2014,2158.58;"
"18/11/2014,2160.47;"
"14/11/2014,2133.03;"
"13/11/2014,2115.59;"
"12/11/2014,2103.12;"
"10/11/2014,2103.25;"
"7/11/2014,2086.86;"
"6/11/2014,2081.24;"
"5/11/2014,2076.99;"
"4/11/2014,2061.92;"
"31/10/2014,2050.52;"
"30/10/2014,2044.55;"
"29/10/2014,2055.43;"
"28/10/2014,2069.72;"
"27/10/2014,2065.38;"
"24/10/2014,2053.39;"
"23/10/2014,2049.9;"
"22/10/2014,2048.44;"
"21/10/2014,2065.82;"
"20/10/2014,2064.43;"
"17/10/2014,2074.4;"
"16/10/2014,2057.7;"
"15/10/2014,2049.66;"
"14/10/2014,2052.96;"
"10/10/2014,2041.71;"
"9/10/2014,2040.31;"
"8/10/2014,2026.9;"
"7/10/2014,2028.03;"
"6/10/2014,2026.2;"
"3/10/2014,2021.49;"
"2/10/2014,2025.75;"
"1/10/2014,2022;"
"30/9/2014,2028.48;"
"29/9/2014,2023.89;"
"26/9/2014,2019.76;"
"25/9/2014,2007.48;"
"24/9/2014,1997.91;"
"23/9/2014,1992.68;"
"22/9/2014,1966.89;"
"19/9/2014,1975.42;"
"18/9/2014,1975.47;"
"17/9/2014,1978.08;"
"16/9/2014,1987.71;"
"15/9/2014,1994.97;"
"12/9/2014,1979.97;"
"11/9/2014,1975.82;"
"10/9/2014,1962.84;"
"9/9/2014,1942.03;"
"8/9/2014,1935.25;"
"5/9/2014,1931.45;"
"4/9/2014,1924.67;"
"3/9/2014,1931.49;"
"2/9/2014,1918.62;"
"29/8/2014,1935.04;"
"28/8/2014,1926.92;"
"27/8/2014,1928.67;"
"26/8/2014,1932.39;"
"25/8/2014,1924.4;"
"22/8/2014,1919.84;"
"21/8/2014,1912.43;"
"20/8/2014,1894.27;"
"19/8/2014,1884.81;"
"15/8/2014,1877.77;"
"14/8/2014,1883.33;"
"13/8/2014,1877.4;"
"12/8/2014,1881.62;"
"11/8/2014,1891.59;"
"8/8/2014,1888.51;"
"6/8/2014,1892.35;"
"5/8/2014,1878.68;"
"4/8/2014,1873.65;"
"1/8/2014,1878.75;"
"31/7/2014,1872.43;"
"30/7/2014,1853.3;"
"30/7/2014,1853.3;"
"29/7/2014,1850.61;"
"28/7/2014,1848.56;"
"25/7/2014,1846.12;"
"24/7/2014,1847.85;"
"24/7/2014,1847.85;"
"23/7/2014,1848.98;"
"22/7/2014,1861.28;"
"21/7/2014,1871.87;"
"18/7/2014,1872.27;"
"17/7/2014,1868.41;"
"16/7/2014,1867.88;"
"15/7/2014,1857.93;"
"15/7/2014,1857.93;"
"14/7/2014,1852.57;"
"11/7/2014,1858.47;"
"10/7/2014,1859.94;"
"9/7/2014,1854.24;"
"8/7/2014,1849.28;"
"7/7/2014,1848.91;"
"3/7/2014,1856.73;"
"2/7/2014,1865.42;"
"1/7/2014,1881.19;"
"27/6/2014,1886.01;"
"26/6/2014,1880.37;"
"25/6/2014,1886.85;"
"24/6/2014,1884.56;"
"20/6/2014,1881.34;"
"19/6/2014,1895.92;"
"18/6/2014,1899.9;"
"17/6/2014,1886.62;"
"16/6/2014,1877.37;"
"13/6/2014,1877.18;"
"12/6/2014,1884.63;"
"11/6/2014,1884.97;"
"10/6/2014,1883.76;"
"9/6/2014,1886.09;"
"6/6/2014,1892.08;"
"5/6/2014,1897.7;"
"4/6/2014,1899.74;"
"3/6/2014,1900.64;"
"3/6/2014,1900.64;"
"30/5/2014,1905.96;"
"29/5/2014,1910.8;"
"28/5/2014,1917.34;"
"27/5/2014,1905.53;"
"23/5/2014,1905.8;"
"22/5/2014,1911.33;"
"21/5/2014,1920.41;"
"20/5/2014,1921.16;"
"19/5/2014,1925.41;"
"16/5/2014,1927.8;"
"15/5/2014,1925.31;"
"14/5/2014,1919.7;"
"13/5/2014,1904.85;"
"12/5/2014,1901.51;"
"9/5/2014,1902.15;"
"8/5/2014,1912.97;"
"7/5/2014,1918.2;"
"6/5/2014,1923.07;"
"5/5/2014,1926.3;"
"2/5/2014,1933.46;"
"30/4/2014,1935.14;"
"29/4/2014,1936.13;"
"28/4/2014,1942.37;"
"25/4/2014,1936.07;"
"24/4/2014,1936.63;"
"23/4/2014,1929.66;"
"22/4/2014,1921.75;"
"21/4/2014,1930.62;"
"16/4/2014,1932.42;"
"15/4/2014,1926.47;"
"14/4/2014,1927.28;"
"11/4/2014,1920.93;"
"10/4/2014,1931.09;"
"9/4/2014,1923.95;"
"8/4/2014,1937.59;"
"7/4/2014,1951.85;"
"4/4/2014,1966.4;"
"3/4/2014,1963.51;"
"2/4/2014,1966.02;"
"1/4/2014,1969.45;"
"31/3/2014,1965.32;"
"28/3/2014,1965.64;"
"28/3/2014,1965.64;"
"27/3/2014,1973.03;"
"26/3/2014,1978.63;"
"25/3/2014,1993.85;"
"21/3/2014,1998.6;"
"20/3/2014,2017.38;"
"19/3/2014,2034.86;"
"18/3/2014,2035.16;"
"17/3/2014,2044.58;"
"14/3/2014,2044.48;"
"13/3/2014,2047.59;"
"12/3/2014,2043.59;"
"11/3/2014,2042.78;"
"10/3/2014,2036.2;"
"7/3/2014,2030.02;"
"6/3/2014,2045.14;"
"5/3/2014,2047.75;"
"4/3/2014,2052.51;"
"3/3/2014,2046.75;"
"28/2/2014,2054.9;"
"27/2/2014,2053.11;"
"26/2/2014,2045.45;"
"25/2/2014,2042.67;"
"24/2/2014,2043.96;"
"21/2/2014,2052.46;"
"20/2/2014,2042.22;"
"19/2/2014,2028.54;"
"18/2/2014,2022.68;"
"14/2/2014,2032.99;"
"13/2/2014,2031.75;"
"12/2/2014,2041.61;"
"11/2/2014,2048.55;"
"10/2/2014,2046.06;"
"7/2/2014,2049.52;"
"6/2/2014,2048.75;"
"5/2/2014,2041.34;"
"4/2/2014,2039.85;"
"3/2/2014,2021.1;"
"31/1/2014,2008.26;"
"30/1/2014,2013.17;"
"29/1/2014,2000.56;"
"28/1/2014,1997.91;"
"27/1/2014,2000.48;"
"24/1/2014,1993.23;"
"23/1/2014,1983.48;"
"22/1/2014,1981.98;"
"21/1/2014,1957.86;"
"17/1/2014,1947.15;"
"16/1/2014,1941.45;"
"15/1/2014,1932.59;"
"14/1/2014,1924.79;"
"13/1/2014,1926.55;"
"10/1/2014,1934.88;"
"9/1/2014,1933.24;"
"8/1/2014,1930.45;"
"7/1/2014,1936.92;"
"3/1/2014,1938.89;"
"2/1/2014,1926.83;"
"30/12/2013,1922.56;"
"27/12/2013,1921.22;"
"26/12/2013,1922.76;"
"24/12/2013,1925.45;"
"23/12/2013,1935.93;"
"20/12/2013,1943.46;"
"19/12/2013,1945.6;"
"18/12/2013,1936.14;"
"17/12/2013,1934.95;"
"16/12/2013,1930.87;"
"13/12/2013,1935.89;"
"12/12/2013,1935.61;"
"11/12/2013,1933.52;"
"10/12/2013,1932.71;"
"9/12/2013,1936.33;"
"6/12/2013,1940.26;"
"5/12/2013,1948.48;"
"4/12/2013,1941.01;"
"3/12/2013,1934.16;"
"2/12/2013,1931.88;"
"29/11/2013,1928.25;"
"27/11/2013,1926.74;"
"26/11/2013,1926.99;"
"25/11/2013,1929.13;"
"22/11/2013,1932.42;"
"21/11/2013,1923.19;"
"20/11/2013,1919.2;"
"19/11/2013,1915.37;"
"18/11/2013,1919.89;"
"15/11/2013,1929.24;"
"14/11/2013,1932.03;"
"13/11/2013,1928.96;"
"12/11/2013,1932.77;"
"8/11/2013,1924.87;"
"7/11/2013,1916.8;"
"6/11/2013,1916.22;"
"5/11/2013,1901.22;"
"1/11/2013,1889.16;"
"31/10/2013,1884.06;"
"30/10/2013,1883.42;"
"29/10/2013,1884.43;"
"28/10/2013,1882.34;"
"25/10/2013,1882.11;"
"24/10/2013,1883.14;"
"23/10/2013,1879.46;"
"22/10/2013,1885.52;"
"21/10/2013,1879.88;"
"18/10/2013,1879.48;"
"17/10/2013,1880.91;"
"16/10/2013,1883.7;"
"15/10/2013,1883.65;"
"11/10/2013,1885.84;"
"10/10/2013,1894.06;"
"9/10/2013,1889.17;"
"8/10/2013,1885.19;"
"7/10/2013,1886.78;"
"4/10/2013,1889.95;"
"3/10/2013,1884.97;"
"2/10/2013,1893.77;"
"1/10/2013,1908.29;"
"30/9/2013,1914.65;"
"27/9/2013,1899.1;"
"26/9/2013,1893.42;"
"25/9/2013,1888.14;"
"24/9/2013,1892.89;"
"23/9/2013,1889.12;"
"20/9/2013,1887.3;"
"19/9/2013,1911.3;"
"18/9/2013,1914.12;"
"17/9/2013,1917.03;"
"16/9/2013,1919.54;"
"13/9/2013,1919.25;"
"12/9/2013,1923.64;"
"11/9/2013,1935.55;"
"10/9/2013,1946.06;"
"9/9/2013,1947.99;"
"6/9/2013,1952.11;"
"5/9/2013,1938.99;"
"4/9/2013,1946.28;"
"3/9/2013,1935.43;"
"30/8/2013,1943.04;"
"29/8/2013,1939.85;"
"28/8/2013,1938.26;"
"27/8/2013,1922.96;"
"26/8/2013,1911.16;"
"23/8/2013,1921.99;"
"22/8/2013,1929.75;"
"21/8/2013,1922.73;"
"20/8/2013,1907.06;"
"16/8/2013,1901.03;"
"15/8/2013,1883.15;"
"14/8/2013,1882.36;"
"13/8/2013,1868.9;"
"12/8/2013,1873.92;"
"9/8/2013,1877.23;"
"8/8/2013,1882.01;"
"6/8/2013,1883.24;"
"5/8/2013,1891.67;"
"2/8/2013,1896.65;"
"1/8/2013,1896.15;"
"31/7/2013,1890.33;"
"30/7/2013,1888.95;"
"29/7/2013,1886.26;"
"26/7/2013,1887.4;"
"25/7/2013,1891.02;"
"24/7/2013,1886.06;"
"23/7/2013,1880.87;"
"22/7/2013,1884.01;"
"19/7/2013,1883.29;"
"18/7/2013,1873.25;"
"17/7/2013,1878.42;"
"16/7/2013,1893.16;"
"15/7/2013,1905.25;"
"12/7/2013,1910.79;"
"11/7/2013,1920.24;"
"10/7/2013,1920.12;"
"9/7/2013,1926.84;"
"8/7/2013,1927.4;"
"5/7/2013,1915.45;"
"3/7/2013,1919.42;"
"2/7/2013,1929;"
"28/6/2013,1922.63;"
"27/6/2013,1921.86;"
"26/6/2013,1928.27;"
"25/6/2013,1942.97;"
"24/6/2013,1941.06;"
"21/6/2013,1937.26;"
"20/6/2013,1900.87;"
"19/6/2013,1902.47;"
"18/6/2013,1883.57;"
"17/6/2013,1882.38;"
"14/6/2013,1895.01;"
"13/6/2013,1897.53;"
"12/6/2013,1907.12;"
"11/6/2013,1898.8;"
"7/6/2013,1907.88;"
"6/6/2013,1899.08;"
"5/6/2013,1894.4;"
"4/6/2013,1907.76;"
"31/5/2013,1891.48;"
"30/5/2013,1894.13;"
"29/5/2013,1897.1;"
"28/5/2013,1874.1;"
"24/5/2013,1864.02;"
"23/5/2013,1850.55;"
"22/5/2013,1846.76;"
"21/5/2013,1842.59;"
"20/5/2013,1841.35;"
"17/5/2013,1838.82;"
"16/5/2013,1843.75;"
"15/5/2013,1838.63;"
"14/5/2013,1834.83;"
"10/5/2013,1833.07;"
"9/5/2013,1830.7;"
"8/5/2013,1827.13;"
"7/5/2013,1831.42;"
"6/5/2013,1835.88;"
"3/5/2013,1836.34;"
"2/5/2013,1825.83;"
"30/4/2013,1828.79;"
"29/4/2013,1833.7;"
"26/4/2013,1830.84;"
"25/4/2013,1836.79;"
"24/4/2013,1838.03;"
"23/4/2013,1841.14;"
"22/4/2013,1835.57;"
"19/4/2013,1847.02;"
"18/4/2013,1846.46;"
"17/4/2013,1833.98;"
"16/4/2013,1834.86;"
"15/4/2013,1827.79;"
"12/4/2013,1823.84;"
"11/4/2013,1821.2;"
"10/4/2013,1813.11;"
"9/4/2013,1817.66;"
"8/4/2013,1826.88;"
"5/4/2013,1829.01;"
"4/4/2013,1819.93;"
"3/4/2013,1817.14;"
"2/4/2013,1823.12;"
"1/4/2013,1832.2;"
"27/3/2013,1828.95;"
"26/3/2013,1825.79;"
"22/3/2013,1822.78;"
"21/3/2013,1812.35;"
"20/3/2013,1809.83;"
"19/3/2013,1809.58;"
"18/3/2013,1804.06;"
"15/3/2013,1797.28;"
"14/3/2013,1798.56;"
"13/3/2013,1801.64;"
"12/3/2013,1801.2;"
"11/3/2013,1800.45;"
"8/3/2013,1803.65;"
"7/3/2013,1808;"
"6/3/2013,1809.65;"
"5/3/2013,1813.53;"
"4/3/2013,1816.48;"
"1/3/2013,1814.28;"
"28/2/2013,1816.42;"
"27/2/2013,1818.54;"
"26/2/2013,1806.11;"
"25/2/2013,1800.7;"
"22/2/2013,1798.21;"
"21/2/2013,1791.33;"
"20/2/2013,1794.63;"
"19/2/2013,1785.41;"
"15/2/2013,1783.19;"
"14/2/2013,1777.72;"
"13/2/2013,1783.2;"
"12/2/2013,1784.71;"
"11/2/2013,1790.61;"
"8/2/2013,1795.21;"
"7/2/2013,1791.24;"
"6/2/2013,1789.09;"
"5/2/2013,1785.92;"
"4/2/2013,1776.2;"
"1/2/2013,1775.65;"
"31/1/2013,1773.24;"
"30/1/2013,1776.09;"
"29/1/2013,1779.84;"
"28/1/2013,1779.25;"
"25/1/2013,1779.73;"
"24/1/2013,1778.69;"
"23/1/2013,1776.96;"
"22/1/2013,1767.74;"
"18/1/2013,1767.78;"
"17/1/2013,1775.15;"
"16/1/2013,1769.88;"
"15/1/2013,1758.45;"
"14/1/2013,1762.38;"
"11/1/2013,1761.5;"
"10/1/2013,1767.96;"
"9/1/2013,1771.31;"
"8/1/2013,1767.54;"
"4/1/2013,1760.83;"
"3/1/2013,1759.97;"
"2/1/2013,1768.23;"
"28/12/2012,1771.54;"
"27/12/2012,1771.49;"
"26/12/2012,1773.44;"
"24/12/2012,1779.79;"
"21/12/2012,1788.87;"
"20/12/2012,1790.46;"
"19/12/2012,1794.14;"
"18/12/2012,1796.98;"
"17/12/2012,1798.37;"
"14/12/2012,1795.05;"
"13/12/2012,1796.31;"
"12/12/2012,1801.5;"
"11/12/2012,1799.4;"
"10/12/2012,1797.45;"
"7/12/2012,1803.69;"
"6/12/2012,1811.05;"
"5/12/2012,1813.57;"
"4/12/2012,1813.73;"
"3/12/2012,1813.72;"
"30/11/2012,1817.93;"
"29/11/2012,1825.08;"
"28/11/2012,1823.54;"
